ID;Name;Year;E-Score-1;S-Score-1;TRYear
324;Brinks Co;2011;7,984126984;12,20238095;10,30082216
324;Brinks Co;2012;7,734615385;9,409615385;13,8638107
324;Brinks Co;2013;7,302238806;8,805970149;20,53660729
324;Brinks Co;2014;7,709219858;8,657801418;-23,45551275
324;Brinks Co;2015;8,142384106;9,753311258;23,17003586
324;Brinks Co;2016;9,340101523;9,224619289;37,96965253
324;Brinks Co;2017;10,2112069;9,850215517;72,69076208
326;Brixmor Property Group Inc;2015;18,21848739;12,85084034;7,378852115
326;Brixmor Property Group Inc;2016;19,81818182;20,79144385;3,250374425
326;Brixmor Property Group Inc;2017;20,04418605;18,05930233;-20,49255962
329;Brookline Bancorp Inc;2017;11,24479167;10,13628472;-1,770440608
331;Brown & Brown Inc;2008;6,880952381;12,57142857;-0,438129796
331;Brown & Brown Inc;2009;7,393700787;15,08858268;-13,10815434
331;Brown & Brown Inc;2010;6,697080292;13,68248175;31,35202842
331;Brown & Brown Inc;2011;6,80794702;14,49668874;2,379351374
331;Brown & Brown Inc;2012;6,37;14,10166667;15,32121196
331;Brown & Brown Inc;2013;5,898026316;16,22203947;21,21622133
331;Brown & Brown Inc;2014;6,191082803;15,46656051;6,960406891
331;Brown & Brown Inc;2015;6,358024691;15,51851852;-2,559557608
331;Brown & Brown Inc;2016;6,94973545;12,04365079;38,83846562
331;Brown & Brown Inc;2017;7,46713615;12,62676056;14,07793407
333;Bruker Corp;2011;22,98507463;7,649253731;-20,11379583
333;Bruker Corp;2012;21,3828125;5,84375;25,64758666
333;Bruker Corp;2013;20,47619048;6,107142857;24,49510395
333;Bruker Corp;2014;20,75396825;3,432539683;5,650812009
333;Bruker Corp;2015;22,63846154;4,057692308;24,55150791
333;Bruker Corp;2016;25,22222222;6,934343434;-6,939483219
333;Bruker Corp;2017;29,29779412;18,09742647;57,18531912
334;Brunswick Corp;2008;6,28125;17,0625;-48,69982242
334;Brunswick Corp;2009;5,1875;17,375;148,0464184
334;Brunswick Corp;2010;5,205882353;14,38235294;61,2701016
334;Brunswick Corp;2011;6,095238095;16,29761905;5,814733152
334;Brunswick Corp;2012;6,095238095;14,83333333;58,69846898
334;Brunswick Corp;2013;5,568181818;25,51136364;51,64788392
334;Brunswick Corp;2014;5,104166667;21,91666667;18,83069854
334;Brunswick Corp;2015;5,134615385;21,81730769;5,23399107
334;Brunswick Corp;2016;12,59375;24,03125;17,13112745
334;Brunswick Corp;2017;12,26388889;25,03472222;9,722219893
335;Bryn Mawr Bank Corp;2017;11,22395833;12,39322917;5,909603649
336;Buckle Inc;2017;17,63939394;21,19545455;19,49482003
337;Builders FirstSource Inc;2017;11,59;9,2725;71,72504298
338;Bunge Ltd;2008;16,5;21,30357143;-46,50713633
338;Bunge Ltd;2009;24,48148148;31,66666667;25,92603318
338;Bunge Ltd;2010;21,73469388;30,35969388;4,955192889
338;Bunge Ltd;2011;30,41891892;30,52252252;-8,295468373
338;Bunge Ltd;2012;29,8625;27,64583333;27,83110958
338;Bunge Ltd;2013;32,84496124;29,04457364;13,23356878
338;Bunge Ltd;2014;32,1884058;22,93115942;15,16539527
338;Bunge Ltd;2015;32,65277778;24,03298611;-25,40545917
338;Bunge Ltd;2016;29,54624277;24,96820809;19,62430915
338;Bunge Ltd;2017;30,86898396;25,89304813;-2,964754494
339;Burlington Stores Inc;2017;6,554054054;13,11824324;53,06601205
340;BWX Technologies Inc;2011;13,6122449;26,9375;-3,083881246
340;BWX Technologies Inc;2012;12,4321608;26,22361809;11,67646803
340;BWX Technologies Inc;2013;10,41457286;26,06281407;30,53105474
340;BWX Technologies Inc;2014;9,81840796;21,15547264;-3,869888664
340;BWX Technologies Inc;2015;11,07107843;22,7622549;45,37876593
340;BWX Technologies Inc;2016;14,40702479;20,8822314;22,69908554
340;BWX Technologies Inc;2017;16,65217391;26,24275362;43,8080195
342;C.H. Robinson Worldwide Inc;2008;8,904255319;16,10106383;17,44077321
342;C.H. Robinson Worldwide Inc;2009;7,358490566;14,44339623;13,76810116
342;C.H. Robinson Worldwide Inc;2010;7,525;11,04583333;35,32423714
342;C.H. Robinson Worldwide Inc;2011;7,581967213;12,57786885;-9,955064844
342;C.H. Robinson Worldwide Inc;2012;10,95967742;19,9233871;-4,898855071
342;C.H. Robinson Worldwide Inc;2013;9,241935484;19,98387097;-7,843474976
342;C.H. Robinson Worldwide Inc;2014;9,806451613;19,40725806;34,4657847
342;C.H. Robinson Worldwide Inc;2015;9,484375;19,96875;-16,3956544
342;C.H. Robinson Worldwide Inc;2016;14,01851852;22,46604938;21,33374211
342;C.H. Robinson Worldwide Inc;2017;14,98295455;20,42329545;18,47882279
344;Cable ONE Inc;2016;14,21785714;16,60535714;39,27168453
344;Cable ONE Inc;2017;14,9270073;15,58576642;12,82424663
347;Cabot Oil & Gas Corp;2008;8,23245614;12,05921053;-26,40839825
347;Cabot Oil & Gas Corp;2009;6,660377358;9,394654088;56,57137693
347;Cabot Oil & Gas Corp;2010;7,34375;6,313920455;-11,67510693
347;Cabot Oil & Gas Corp;2011;6,626865672;5,685323383;81,47060209
347;Cabot Oil & Gas Corp;2012;8,982323232;10,80934343;30,55060603
347;Cabot Oil & Gas Corp;2013;8,629353234;9,572139303;47,21541231
347;Cabot Oil & Gas Corp;2014;9,721962617;10,26869159;-21,33439092
347;Cabot Oil & Gas Corp;2015;19,67040359;10,68721973;-45,0830611
347;Cabot Oil & Gas Corp;2016;20,06275304;11,88765182;35,89103395
347;Cabot Oil & Gas Corp;2017;18,90084388;12,14556962;24,69060287
348;CACI International Inc;2017;22,18587361;19,93401487;9,792459475
350;Cadence Design Systems Inc;2008;9,945945946;12,56081081;-156,908872
350;Cadence Design Systems Inc;2009;9,945945946;12,56081081;48,79484354
350;Cadence Design Systems Inc;2010;6,84939759;9,409638554;38,86116015
350;Cadence Design Systems Inc;2012;5,402654867;10,94026549;29,02302211
350;Cadence Design Systems Inc;2013;5,685344828;11,18965517;6,323111181
350;Cadence Design Systems Inc;2014;6,901574803;12,25590551;35,42978306
350;Cadence Design Systems Inc;2015;6,901574803;12,25590551;9,127934538
350;Cadence Design Systems Inc;2016;7,604895105;12,53671329;20,91895731
350;Cadence Design Systems Inc;2017;15,90520446;13,61431227;56,83474018
351;Caesars Entertainment Corp;2013;20,1;17,44285714;141,7263104
351;Caesars Entertainment Corp;2014;21,83944954;19,89220183;-12,5072429
351;Caesars Entertainment Corp;2015;22,10087719;19,05263158;-14,30158738
351;Caesars Entertainment Corp;2016;23,31481481;19,02623457;22,07799425
351;Caesars Entertainment Corp;2017;24,45360825;19,43041237;46,90426359
352;CAI International Inc;2017;5,729166667;12,13020833;154,7421495
354;Calavo Growers Inc;2017;6,20855615;12,84759358;37,86121541
355;Caleres Inc;2017;5,225;5,533333333;3,788912214
357;California Water Service Group;2016;16,5;21,31666667;44,36180441
357;California Water Service Group;2017;16,71052632;22,98684211;35,23918209
358;Calithera Biosciences Inc;2017;15,5873494;12,60692771;220,6703496
359;Callaway Golf Co;2016;19,0625;25,46875;19,58197922
359;Callaway Golf Co;2017;19,65277778;24,66666667;26,78382835
360;Callidus Software Inc;2017;8,704460967;13,51951673;67,70588698
361;Callon Petroleum Co;2016;12,18825911;9,855263158;77,55186347
361;Callon Petroleum Co;2017;12,32067511;12,43037975;-15,04559224
362;Cal-Maine Foods Inc;2017;6,401069519;6,755347594;4,925210483
363;Calpine Corp;2009;9,073684211;10,68684211;69,88312169
363;Calpine Corp;2010;7,599056604;10,13915094;21,06854653
363;Calpine Corp;2011;8,7;13,45;27,47023286
363;Calpine Corp;2012;8,470833333;11,93541667;10,61331457
363;Calpine Corp;2013;10,36016949;13,01059322;10,71153991
363;Calpine Corp;2014;10,82644628;12,42768595;17,7531334
363;Calpine Corp;2015;11,16535433;12,57283465;-42,61532212
363;Calpine Corp;2016;9,870860927;13,65562914;-13,37582591
363;Calpine Corp;2017;10,23602484;18,9378882;33,61541869
364;Cambrex Corp;2016;12,7254902;9,774509804;24,09125589
364;Cambrex Corp;2017;15,30733945;14,02752294;-8,868808724
365;Camden National Corp;2017;9,140625;9,698784722;-7,986054808
366;Camden Property Trust;2008;8,880597015;14,35447761;-18,71303409
366;Camden Property Trust;2009;7,117283951;18,22222222;53,00274163
366;Camden Property Trust;2010;6,923913043;12,83967391;30,91248018
366;Camden Property Trust;2011;18,90625;15,50260417;26,17750282
366;Camden Property Trust;2012;23,13366337;18,82673267;15,66652127
366;Camden Property Trust;2013;22,25;14,85294118;-15,01754603
366;Camden Property Trust;2014;22,89545455;17,73863636;37,22577792
366;Camden Property Trust;2015;23,03361345;20,24579832;2,386954975
366;Camden Property Trust;2016;25,14705882;21,81818182;23,00403785
366;Camden Property Trust;2017;25,94651163;20,8872093;13,60192161
367;Campbell Soup Co;2008;8,936507937;10,76190476;-12,13420092
368;Camping World Holdings Inc;2017;12,13636364;14,13030303;37,67532945
370;Capella Education Co;2017;9,781609195;14,32183908;-7,183255724
371;Capital City Bank Group Inc;2017;7,286458333;11,90017361;19,73449308
372;Capital One Financial Corp;2008;10,02542373;20,49858757;-16,09518831
372;Capital One Financial Corp;2009;18,61283186;21,47123894;61,99288875
372;Capital One Financial Corp;2010;19,25954198;26,5009542;13,34729685
372;Capital One Financial Corp;2011;19,63576159;24,37003311;2,412064793
372;Capital One Financial Corp;2012;22,99193548;28,44274194;35,24091419
372;Capital One Financial Corp;2013;22,38375796;26,40843949;28,07343704
372;Capital One Financial Corp;2014;22,58566978;27,26246106;12,42441456
372;Capital One Financial Corp;2015;27,74029851;26,89253731;-10,76144775
372;Capital One Financial Corp;2016;28,16324201;24,72545662;24,87773051
372;Capital One Financial Corp;2017;30,25434028;27,99435764;12,16090173
373;Capital Senior Living Corp;2016;11,91975309;8,666666667;-20,63643549
373;Capital Senior Living Corp;2017;12,20408163;12,64795918;0,665064209
375;Capstead Mortgage Corp;2017;9,989583333;15,53211806;-7,863358501
376;Cara Therapeutics Inc;2017;10,85240964;16,65512048;63,12728029
377;CARBO Ceramics Inc;2011;15,68235294;13,41764706;33,89347219
377;CARBO Ceramics Inc;2012;14,91573034;12,08426966;-39,51318179
377;CARBO Ceramics Inc;2013;13,59090909;9,380681818;81,50882573
377;CARBO Ceramics Inc;2014;9,56043956;4,019230769;-72,25100696
377;CARBO Ceramics Inc;2015;10,32631579;3,518421053;-53,19913778
377;CARBO Ceramics Inc;2016;20,09813084;2,546728972;-26,10916688
377;CARBO Ceramics Inc;2017;21,13761468;3,188073394;25,03086151
378;Carbonite Inc;2017;12,71933086;13,19795539;57,10493485
380;Cardiovascular Systems Inc;2017;7,150735294;6,832720588;-2,712685644
381;Care.com Inc;2017;13,83457249;22,41728625;84,8653319
382;Career Education Corp;2008;9,903225806;6,85483871;18,83100601
382;Career Education Corp;2009;9,179487179;4,897435897;34,81794894
382;Career Education Corp;2010;10,14285714;5,107142857;-4,913062076
382;Career Education Corp;2011;7,935185185;12,21296296;-64,43447897
382;Career Education Corp;2012;9,342592593;5,25462963;-63,06152086
382;Career Education Corp;2013;7,763157895;6,26754386;90,21001884
382;Career Education Corp;2014;8,18852459;9,090163934;28,27956837
382;Career Education Corp;2015;7,828125;5,56640625;-63,71574605
382;Career Education Corp;2016;6,954545455;10,43181818;144,3540708
382;Career Education Corp;2017;7,103448276;5;25,99354875
383;CareTrust REIT Inc;2017;10,05813953;11,91976744;13,35394084
384;Carlisle Companies Inc;2009;13,875;14,32638889;54,90344741
384;Carlisle Companies Inc;2010;12,4125;9,68125;16,35243709
384;Carlisle Companies Inc;2011;15,03191489;11,65957447;23,05217394
384;Carlisle Companies Inc;2012;14,8877551;10,72959184;29,35494355
384;Carlisle Companies Inc;2013;16,00961538;12,86057692;32,64299504
384;Carlisle Companies Inc;2014;17,3627451;10,64705882;17,08802691
384;Carlisle Companies Inc;2015;12,25;12,36538462;-0,481098969
384;Carlisle Companies Inc;2016;10,38888889;10,76851852;25,83475603
384;Carlisle Companies Inc;2017;11,3;11,30909091;2,288210002
385;Carmax Inc;2008;11,37681159;17,01449275;-69,33443378
385;Carmax Inc;2009;10,02564103;22,98397436;114,4989755
385;Carmax Inc;2010;9,346590909;22,11363636;32,18487308
385;Carmax Inc;2011;9,230392157;23,375;-4,401245317
385;Carmax Inc;2012;12,06481481;27,09722222;24,47551503
385;Carmax Inc;2013;11,16371681;25,43362832;22,66515872
385;Carmax Inc;2014;10,42372881;23,11016949;44,01330889
385;Carmax Inc;2015;12,04958678;22,1322314;-20,70029334
385;Carmax Inc;2016;12,6584507;17,19190141;24,89096893
385;Carmax Inc;2017;16,35757576;16,11818182;0,446845812
386;Carnival Corp;2008;24,24166667;20,60833333;-46,25046336
386;Carnival Corp;2009;23,44366197;24,63380282;26,83836777
386;Carnival Corp;2010;23,30952381;23,92559524;44,37737122
386;Carnival Corp;2011;21,17021277;28,39095745;-29,93775304
386;Carnival Corp;2012;20,58080808;25,68434343;16,07846186
386;Carnival Corp;2013;27,03809524;27,14761905;11,22134071
386;Carnival Corp;2014;27,67431193;28,67201835;14,43410198
386;Carnival Corp;2015;27,84649123;29,08991228;20,19674483
386;Carnival Corp;2016;23,75308642;27,41820988;1,702887857
386;Carnival Corp;2017;24,61340206;25,5;27,87268778
387;Carolina Financial Corp;2017;12,47395833;10,96961806;12,69936297
388;Carpenter Technology Corp;2010;13,52261307;17,60929648;49,60604977
388;Carpenter Technology Corp;2011;14,76630435;16,5;31,11542634
388;Carpenter Technology Corp;2012;15,55496454;17,81382979;-2,401658589
388;Carpenter Technology Corp;2013;8,860068259;18,25682594;22,0516913
388;Carpenter Technology Corp;2014;11,24579125;16,47727273;-13,34459967
388;Carpenter Technology Corp;2015;9,088926174;17,73741611;-29,18658109
388;Carpenter Technology Corp;2016;9,107491857;17,4218241;23,88670643
388;Carpenter Technology Corp;2017;8,95049505;14,61056106;42,6570836
389;Carriage Services Inc;2017;9,724137931;5,540229885;-7,442325137
393;Carter's Inc;2017;8,063636364;19,67878788;38,93705678
396;Cass Information Systems Inc;2017;7,780172414;8,298491379;-13,34775245
397;Castlight Health Inc;2017;14,55882353;8,362132353;-23,31377452
398;Catalent Inc;2017;12,4266055;19,84862385;51,63248519
399;CatchMark Timber Trust Inc;2017;9,762376238;14,1769802;22,80759539
400;Caterpillar Inc;2008;25,20081967;24,71311475;-27,28180137
400;Caterpillar Inc;2009;22,12411348;22,2570922;41,13033221
400;Caterpillar Inc;2010;22,85714286;22,4984472;60,22778388
400;Caterpillar Inc;2011;22,83928571;27,67984694;6,913892859
400;Caterpillar Inc;2012;30,52261307;30,27638191;2,208624128
400;Caterpillar Inc;2013;32,06030151;26,76130653;4,68720105
400;Caterpillar Inc;2014;31,60945274;27,93034826;8,341866401
400;Caterpillar Inc;2015;29,83578431;29,25122549;-23,68690772
400;Caterpillar Inc;2016;30,83471074;28,32334711;38,5094388
400;Caterpillar Inc;2017;28,36413043;28,17119565;53,7906947
401;Cathay General Bancorp;2016;9,566210046;6,848173516;25,31486192
401;Cathay General Bancorp;2017;12,078125;5,997395833;12,84020931
402;Cato Corp;2017;6,681818182;11,41515152;-50,07773998
404;Cavium Inc;2016;6,340517241;16,9762931;2,716729558
404;Cavium Inc;2017;5,725806452;17,34274194;37,55791575
405;CBIZ Inc;2017;7,935344828;10,12607759;21,40237229
406;CBL & Associates Properties Inc;2009;19,4382716;9,135802469;240,9109568
406;CBL & Associates Properties Inc;2010;18,64130435;9,1875;68,92434008
406;CBL & Associates Properties Inc;2011;16,03125;10,91927083;7,198264211
406;CBL & Associates Properties Inc;2012;13,93564356;8,925742574;39,57029754
406;CBL & Associates Properties Inc;2013;12,96078431;10,73529412;-14,16090066
406;CBL & Associates Properties Inc;2014;13,85;6,611363636;21,15094223
406;CBL & Associates Properties Inc;2015;13,94537815;7,787815126;-38,29239191
406;CBL & Associates Properties Inc;2016;13,72994652;15,1657754;11,60536636
406;CBL & Associates Properties Inc;2017;13,68604651;13,66860465;-38,66714298
407;Cboe Global Markets Inc;2011;7,125;14,08928571;22,11764498
407;Cboe Global Markets Inc;2012;6,427927928;15,41891892;20,36403666
407;Cboe Global Markets Inc;2013;6,207964602;14,75;61,13664381
407;Cboe Global Markets Inc;2014;6,830578512;16,27892562;29,17050542
407;Cboe Global Markets Inc;2015;7,099206349;16,73412698;2,00573764
407;Cboe Global Markets Inc;2016;7,125806452;21,91774194;15,53547757
407;Cboe Global Markets Inc;2017;7,056213018;20,6183432;60,49208257
408;CBRE Group Inc;2008;23,22535211;29,11267606;-113,90916
408;CBRE Group Inc;2009;26,4556962;29,57594937;151,9264288
408;CBRE Group Inc;2010;21,7797619;31,61309524;51,61678885
408;CBRE Group Inc;2011;29,67073171;32,07723577;-18,61543347
408;CBRE Group Inc;2012;29,41472868;31,06007752;34,29069285
408;CBRE Group Inc;2013;30,76388889;30,85763889;26,24425468
408;CBRE Group Inc;2014;31,41558442;31,81493506;31,74018513
408;CBRE Group Inc;2015;29,27777778;32,26461988;8,53501705
408;CBRE Group Inc;2016;29,22279793;33,62176166;-3,113875442
408;CBRE Group Inc;2017;30,21287129;33,30816832;36,31014674
409;CBS Corp;2008;15,92857143;26,25;-88,47734503
409;CBS Corp;2009;14,23529412;25,36470588;85,326586
409;CBS Corp;2010;22,93298969;27,02319588;35,65461128
409;CBS Corp;2011;24,04326923;25,14663462;44,11991913
409;CBS Corp;2012;23,57476636;20,98831776;37,39379475
409;CBS Corp;2013;28,92410714;22,45982143;52,81205224
409;CBS Corp;2014;29,74786325;18,88461538;-9,980362223
409;CBS Corp;2015;25,69583333;17,26458333;-16,0722369
409;CBS Corp;2016;27,37142857;22,81071429;34,11720079
409;CBS Corp;2017;27,82481752;23,94708029;-6,604373585
411;CDW Corp;2016;10,5;21,36267606;26,52845064
411;CDW Corp;2017;11,21515152;25,05909091;36,10047074
412;Cedar Realty Trust Inc;2017;9,890697674;21,11046512;0,465368599
414;Celgene Corp;2008;15,5952381;21,72619048;31,80856024
414;Celgene Corp;2010;18,23913043;12,41304348;9,746282573
414;Celgene Corp;2011;21,09677419;14,20967742;16,92016462
414;Celgene Corp;2012;22,95;19,81666667;14,43721273
414;Celgene Corp;2013;17,64516129;19,17741935;81,45943513
414;Celgene Corp;2014;30,37096774;24,56451613;27,06862762
415;Celldex Therapeutics Inc;2017;12,0813253;12,76355422;-26,42543619
416;Centene Corp;2015;14,54807692;10,71153846;30,17594848
416;Centene Corp;2016;20,2037037;14,7654321;-14,94769907
416;Centene Corp;2017;21,65306122;19,20918367;60,71979557
417;CenterPoint Energy Inc;2008;6,22;12,52;-18,56882533
417;CenterPoint Energy Inc;2009;7,230769231;20,74038462;24,77395425
417;CenterPoint Energy Inc;2010;7,648148148;21,16666667;13,98401174
417;CenterPoint Energy Inc;2011;6,553571429;18,64285714;30,01285845
417;CenterPoint Energy Inc;2012;11,85714286;19,53571429;3,645444475
417;CenterPoint Energy Inc;2013;9,089285714;16,02678571;25,32028213
417;CenterPoint Energy Inc;2014;8,362068966;15,77586207;7,032693009
417;CenterPoint Energy Inc;2015;6,85;11,95833333;-18,65138996
417;CenterPoint Energy Inc;2016;5,814285714;13,50714286;37,72007181
417;CenterPoint Energy Inc;2017;7,736111111;11,90277778;20,63070433
418;CenterState Bank Corp;2017;9,515625;15,86545139;-0,32640835
420;Central Pacific Financial Corp;2017;9,807291667;17,17100694;-4,040610404
421;Century Aluminum Co;2017;11,64356436;17,67821782;123,861773
422;Century Communities Inc;2017;13,45;8,6175;45,86637629
423;CenturyLink Inc;2010;8,875;15,8025;34,4669905
423;CenturyLink Inc;2014;17,75769231;19,69038462;29,78432605
424;Cerner Corp;2010;10,84821429;10,37053571;8,465783954
424;Cerner Corp;2012;8,2265625;22,375;23,42804238
424;Cerner Corp;2013;7,904761905;22,47222222;38,22688058
424;Cerner Corp;2014;7,801587302;19,11507937;21,97155797
424;Cerner Corp;2015;7,801587302;19,11507937;-8,362805676
424;Cerner Corp;2016;8,184615385;19,98076923;-19,75532911
424;Cerner Corp;2017;12,48529412;25,31066176;42,41741895
425;CEVA Inc;2017;3,830645161;4,808467742;37,68524226
426;CF Industries Holdings Inc;2008;5,530487805;12,00304878;-53,59452467
426;CF Industries Holdings Inc;2009;3,095505618;12,26404494;63,67956694
426;CF Industries Holdings Inc;2010;4,262376238;13,06188119;50,28949366
426;CF Industries Holdings Inc;2011;6,4;11,114;19,23465981
426;CF Industries Holdings Inc;2012;6,538461538;10,52115385;39,19458382
426;CF Industries Holdings Inc;2013;6,914179104;13,41604478;17,19863037
426;CF Industries Holdings Inc;2014;7,210144928;14,98913043;18,59097541
426;CF Industries Holdings Inc;2015;7,010638298;12,75177305;-21,55632324
426;CF Industries Holdings Inc;2016;17,40178571;12,86904762;-13,85141492
426;CF Industries Holdings Inc;2017;17,99171271;15,26933702;33,20820688
427;Charles River Laboratories International Inc;2008;9,229166667;12,66666667;-74,77290924
427;Charles River Laboratories International Inc;2009;4,652173913;18,56521739;19,05931314
427;Charles River Laboratories International Inc;2010;5,258064516;20,41935484;6,894736902
427;Charles River Laboratories International Inc;2011;10,05;20,61666667;-25,35969603
427;Charles River Laboratories International Inc;2012;9,661290323;21,5;30,19289558
427;Charles River Laboratories International Inc;2013;8,919354839;22,79032258;34,39776768
427;Charles River Laboratories International Inc;2014;10,37142857;21,92857143;21,25735981
427;Charles River Laboratories International Inc;2015;11,30952381;25,61904762;25,29167543
427;Charles River Laboratories International Inc;2016;13,00568182;25,66193182;-4,067804897
427;Charles River Laboratories International Inc;2017;13,96084337;30,73644578;44,62332619
428;Charles Schwab Corp;2008;18,86708861;23,16139241;-23,34067485
428;Charles Schwab Corp;2009;19,71511628;26,31104651;19,88472624
428;Charles Schwab Corp;2010;20,23157895;23,53157895;-4,407395394
428;Charles Schwab Corp;2011;19,54017857;23,87053571;-38,58279275
428;Charles Schwab Corp;2012;18,94594595;27,56306306;30,59552706
428;Charles Schwab Corp;2013;18,5619469;24,5199115;64,73979923
428;Charles Schwab Corp;2014;19,14876033;23,55578512;19,17099672
428;Charles Schwab Corp;2015;19,38888889;23,01984127;12,97644679
428;Charles Schwab Corp;2016;20,96129032;22,22741935;26,2641006
428;Charles Schwab Corp;2017;21,02662722;21,4704142;27,04307253
429;Chart Industries Inc;2017;4,134057971;12,24094203;29,63928173
430;Charter Communications Inc;2012;8,560747664;13,77570093;32,93386524
430;Charter Communications Inc;2013;8,785714286;14,83928571;56,45131877
430;Charter Communications Inc;2014;8,628205128;14,20512821;25,41878305
430;Charter Communications Inc;2015;9,041666667;15,33333333;18,42073711
430;Charter Communications Inc;2016;8,732142857;14,43392857;37,8894815
430;Charter Communications Inc;2017;9,321167883;20,25729927;24,42875754
432;Chatham Lodging Trust;2017;6,644329897;13,54896907;22,56835144
433;Cheesecake Factory Inc;2009;11,97887324;14,72535211;84,1609047
433;Cheesecake Factory Inc;2010;12,86904762;13,01488095;38,96049002
433;Cheesecake Factory Inc;2011;13,06382979;14,23670213;-1,942123658
433;Cheesecake Factory Inc;2012;13,06382979;14,23670213;12,90232133
433;Cheesecake Factory Inc;2014;16,02293578;17,00229358;7,807847885
433;Cheesecake Factory Inc;2015;20,30263158;17,10745614;-9,505757247
433;Cheesecake Factory Inc;2016;23,20061728;19,80246914;28,51468101
433;Cheesecake Factory Inc;2017;23,20061728;19,80246914;-14,21614497
434;Chefs' Warehouse Inc;2017;10,12048193;15,65060241;36,58787701
435;Chegg Inc;2017;8,297413793;10,33297414;83,73604753
436;Chemed Corp;2016;12,06790123;4,074074074;12,75599591
436;Chemed Corp;2017;12,32653061;4,117346939;46,17896812
437;Chemical Financial Corp;2016;6,305936073;13,35045662;49,18937275
437;Chemical Financial Corp;2017;7,223958333;13,10850694;3,3647859
438;Chemours Co;2016;10,44047619;8,083333333;160,8416487
438;Chemours Co;2017;13,43646409;9,877071823;97,0236834
439;Cheniere Energy Inc;2014;7,582417582;13,41483516;55,09328662
439;Cheniere Energy Inc;2015;8,305263158;12,68684211;-59,61785766
439;Cheniere Energy Inc;2016;7,990654206;11,42990654;14,3480927
439;Cheniere Energy Inc;2017;9,105504587;13,48623853;31,87841737
440;Chesapeake Energy Corp;2008;15,68421053;14,51535088;-59,58315873
440;Chesapeake Energy Corp;2009;19,16981132;27,07389937;44,28329722
440;Chesapeake Energy Corp;2010;18,34375;24,44744318;2,655693316
440;Chesapeake Energy Corp;2011;18,11442786;24,35696517;-2,255730373
440;Chesapeake Energy Corp;2012;17,58838384;26,81691919;-20,32923419
440;Chesapeake Energy Corp;2013;17,4800995;22,960199;58,86286701
440;Chesapeake Energy Corp;2014;18,18691589;20,6682243;-18,23384669
440;Chesapeake Energy Corp;2015;20,0426009;22,70964126;-123,7610723
440;Chesapeake Energy Corp;2016;18,45951417;20,5597166;96,00076789
440;Chesapeake Energy Corp;2017;17,48523207;21,94936709;-50,52436007
441;Chesapeake Lodging Trust;2016;6,089506173;7,294753086;12,55606154
441;Chesapeake Lodging Trust;2017;7,448453608;11,30927835;11,16595004
442;Chesapeake Utilities Corp;2017;14,66666667;7,692307692;19,96994039
443;Chevron Corp;2008;22,10526316;29,21491228;-12,48394136
443;Chevron Corp;2009;30,1918239;28,66823899;5,693996131
443;Chevron Corp;2010;32,71022727;27,83380682;23,64244664
443;Chevron Corp;2011;32,58955224;28,71890547;19,66778309
443;Chevron Corp;2012;31,64141414;30,25883838;6,326677008
443;Chevron Corp;2013;31,58955224;29,79104478;15,45558141
443;Chevron Corp;2014;30,35747664;30,12149533;-7,525699517
443;Chevron Corp;2015;30,71973094;29,09080717;-17,24065508
443;Chevron Corp;2016;31,77125506;30,90991903;32,03173074
443;Chevron Corp;2017;32,37130802;28,80907173;9,228144171
444;Chico's FAS Inc;2008;8,942028986;21,27536232;-24,20949464
444;Chico's FAS Inc;2009;8,179487179;19,92948718;128,4144271
444;Chico's FAS Inc;2010;11,125;15,46022727;-3,128427556
444;Chico's FAS Inc;2011;11,74019608;14,31372549;-2,493064376
444;Chico's FAS Inc;2012;11,90277778;14,05092593;58,04555012
444;Chico's FAS Inc;2013;11,49115044;19,32743363;8,978351505
444;Chico's FAS Inc;2014;11,12288136;21,75423729;-11,54795076
444;Chico's FAS Inc;2015;12,51239669;24,93181818;-34,78731618
444;Chico's FAS Inc;2016;15,57746479;24,24823944;55,15837052
444;Chico's FAS Inc;2017;16,56363636;23,01515152;-25,508768
445;Childrens Place Inc;2017;13,03636364;18,16666667;47,99556863
446;Chimera Investment Corp;2010;7,84351145;8,974236641;22,15368391
446;Chimera Investment Corp;2011;8,041390728;9,378311258;-35,19546912
446;Chimera Investment Corp;2012;7,608064516;9,04516129;27,98658301
446;Chimera Investment Corp;2013;6,891719745;8,479299363;32,28072605
446;Chimera Investment Corp;2014;6,884735202;8,460280374;24,57855491
446;Chimera Investment Corp;2015;7,056716418;7,800746269;-2,143962865
446;Chimera Investment Corp;2016;8,407534247;9,292237443;43,98191078
446;Chimera Investment Corp;2017;13,71875;17,05989583;19,24319732
448;Choice Hotels International Inc;2009;6,063380282;16,62676056;5,487249964
448;Choice Hotels International Inc;2010;6,303571429;16,27380952;20,44253312
448;Choice Hotels International Inc;2011;6,553191489;15,70478723;4,652627781
448;Choice Hotels International Inc;2012;6,267676768;15,55808081;14,36982051
448;Choice Hotels International Inc;2013;6,380952381;14,9047619;41,6860122
448;Choice Hotels International Inc;2014;6,339449541;15,4059633;15,59224637
448;Choice Hotels International Inc;2015;7,903508772;15,14254386;-8,741410981
448;Choice Hotels International Inc;2016;13,80246914;20,81790123;18,51076627
448;Choice Hotels International Inc;2017;15,23195876;22,42912371;35,10782702
449;Church & Dwight Co Inc;2009;14,56410256;17,42307692;6,854895865
449;Church & Dwight Co Inc;2010;14,68367347;18,3622449;15,29021157
