ID;NAME;Year -1;Industry;ESG-Score;E-Score;S-Score;G-Score;TRJAN;TRFEB;TRMRZ;TRAPR;TRMAI;TRJUN;TRJUN;TRJUL;TRAUG;TRSEP;TROKT;TRNOV;TRYEAR;MRJAN;MRFEB;MRMRZ;MRAPR;MRMAI;MRJUN;MRJUL;MRAUG;MRSEP;MROKT;MRNOV;MRDEZ;SMBJAN;SMBFEB;SMBMRZ;SMBAPR;SMBMAI;SMBJUN;SMBJUL;SMBAUG;SMBSEP;SMBOKT;SMBNOV;SMBDEZ;HMLJAN;HMLFEB;HMLMRZ;HMLAPR;HMLMAI;HMLJUN;HMLJUL;HMLAUG;HMLSEP;HMLOKT;HMLNOV;HMLDEZ;MOMJAN;MOMFEB;MOMMRZ;MOMAPR;MOMMAI;MOMJUN;MOMJUL;MOMAUG;MOMSEP;MOMOKT;MOMNOV;MOMDEZ;YEARMR;YEARSMB;YEARHML;YEARMOM
211;Atara Biotherapeutics Inc;2016;Biotechnology & Medical Research;45.83357955;15.5873494;13.28162651;16.96460365;-5.281690139;14.86988847;33.00970874;-15.13647643;-22.51461988;5.660377356;8.928571428;3.278688526;12.58503401;-14.19939577;2.120141341;25.25951557;48.57974323;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
212;athenahealth Inc;2015;Healthcare Equipment & Supplies;34.89261907;9.575757576;11.58080808;13.73605341;-11.90905138;-8.977433005;7.523049506;-3.349767981;-4.823705925;9.557831232;-7.405260489;-4.194381406;2.988731013;-18.07802093;-8.164255896;11.17336152;-35.65890374;-3.11;6.13;-1.12;0.59;1.36;-1.53;1.54;-6.04;-3.08;7.75;0.56;-2.17;-0.56;0.48;3.02;-2.97;0.87;2.83;-4.14;0.48;-2.64;-1.97;3.64;-2.82;-3.47;-1.79;-0.46;1.86;-1.37;-0.79;-4.12;2.68;0.52;-0.08;-0.52;-2.58;3.87;-2.84;2.98;-7.37;6.01;3.04;10.28;-2.07;5.32;-3.97;2.28;3.44;0.073333333;-0.315;-0.843333333;1.7475
212;athenahealth Inc;2016;Healthcare Equipment & Supplies;39.99955973;12.83823529;14.03860294;13.12272149;19.79651992;-5.54265118;-4.443313831;-12.81800391;36.7003367;3.788214446;-1.586623978;1.886928865;-11.39294621;2.830492122;2.9436827;0.112875308;32.27551095;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
214;Atlantic Capital Bancshares Inc;2016;Banking Services;40.09975721;10.11979167;15.00434028;14.97562526;0.52631579;-8.629441624;5.277777777;2.617801046;-5.357142856;2.98102981;1.57894737;-6.994818649;2.253521125;-9.366391183;3.614457831;2.325581396;-9.172362167;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
215;Atlantic Power Corp;2010;Electric Utilities & IPPs;32.02480952;2.908;10.218;18.89880952;4.349280317;2.056095568;-1.456850934;1.573808045;2.407969483;-0.042612761;3.194980692;-2.34E-01;-7.164442035;-4.231018329;-2.966021246;9.464824676;6.952227588;-3.36;3.4;6.31;2;-7.89;-5.56;6.93;-4.77;9.54;3.88;0.6;6.82;0.38;1.21;1.43;4.98;0.05;-1.98;0.17;-3;3.92;1.14;3.71;0.69;0.31;3.17;2.1;2.81;-2.38;-4.5;-0.26;-1.96;-3.12;-2.59;-0.9;3.82;-5.38;3.6;3.66;3.22;-0.13;-3;1.88;-0.19;1.35;1.64;2.53;-3.19;1.491666667;1.058333333;-0.291666667;0.499166667
215;Atlantic Power Corp;2011;Electric Utilities & IPPs;39.30281949;3.304166667;12.45625;23.54240283;4.38037638;-0.982941432;-3.824607632;3.883556812;-5.94696703;-4.336452224;8.322812745;3.0953134;7.478890397;1.042221422;-19.15367736;-2.322948452;-8.364422971;1.99;3.49;0.45;2.9;-1.27;-1.75;-2.36;-5.99;-7.59;11.35;-0.28;0.74;-2.46;1.52;2.6;-0.35;-0.71;-0.17;-1.3;-3.06;-3.49;3.41;-0.17;-0.71;0.83;1.08;-1.57;-2.53;-2.07;-0.33;-1.23;-2.44;-1.46;-0.17;-0.34;1.75;-0.32;2.03;3.51;0.07;-0.56;1.78;0.08;-0.31;-2.55;-1.42;3.99;1.94;0.14;-0.4075;-0.706666667;0.686666667
215;Atlantic Power Corp;2012;Electric Utilities & IPPs;36.66622685;3.194915254;11.20974576;22.26156584;8.318488043;-20.82564932;-50.21008061;-4.004506837;1.734805837;-19.26484697;8.940244624;-6.063112127;9.382489957;4.886672485;-16.3388531;-5.113866786;-88.55821479;5.05;4.42;3.11;-0.85;-6.19;3.89;0.79;2.55;2.73;-1.76;0.78;1.18;2.15;-1.75;-0.6;-0.51;0.02;0.77;-2.59;0.42;0.51;-1.14;0.58;1.47;-1.11;0.09;0.87;-0.46;-0.62;0.44;-0.26;1.32;1.54;3.79;-0.96;3.56;-7.97;-0.3;1.5;3.83;6.6;-1.12;3.07;-2.49;-1.02;0.1;0.38;-2.97;1.308333333;-0.055833333;0.683333333;-0.0325
215;Atlantic Power Corp;2013;Electric Utilities & IPPs;33.51782369;1.756198347;9.154958678;22.60666667;-23.1006699;-12.64390677;12.72106621;4.820947029;15.54819003;21.60184299;-7.33368181;5.855697831;-39.8989899;-6.722689077;3.464127384;18.85964912;-6.82841686;5.57;1.29;1.29;1.55;2.8;-1.2;5.65;-2.71;3.77;4.18;3.12;2.81;0.39;-0.45;-0.45;-2.42;1.67;1.22;1.86;0.3;2.93;-1.49;1.24;-0.5;0.95;0.03;0.03;0.63;2.6;-0.18;0.56;-2.78;-1.19;1.14;0.24;-0.31;-1.88;1.31;1.31;0.25;-1.8;0.59;1.74;0.05;2.97;0.16;0.4;0.07;2.343333333;0.358333333;0.143333333;0.430833333
215;Atlantic Power Corp;2014;Electric Utilities & IPPs;25.22095077;0.901574803;9.541338583;14.77803738;-2.21402214;6.025518126;-3.103448277;15.65836299;-8.542967224;4.40677966;-19.15584416;-4.709540594;-20.85106383;9.677419352;-0.853747101;-1.5;-25.16255319;-3.32;4.65;0.43;-0.19;2.06;2.61;-2.04;4.24;-1.97;2.52;2.55;-0.06;0.86;0.32;-1.89;-4.25;-1.85;3.07;-4.24;0.36;-3.83;4.23;-2.09;2.54;-2.09;-0.4;5.08;1.14;-0.27;-0.74;0.01;-0.58;-1.23;-1.68;-2.99;2.06;1.72;2.08;-3.3;-3.85;1.15;0.68;-0.24;0.82;0.53;0;1.05;1.06;0.956666667;-0.564166667;-0.140833333;0.141666667
215;Atlantic Power Corp;2015;Electric Utilities & IPPs;23.09913692;3.440397351;7.983443709;11.67529586;-5.07614213;-8.021390374;43.02325582;6.400000003;-11.65413534;5.982905982;1.612903225;2.380952379;-3.891050581;-6.882591093;13.73390558;-5.660377359;31.94823611;-3.11;6.13;-1.12;0.59;1.36;-1.53;1.54;-6.04;-3.08;7.75;0.56;-2.17;-0.56;0.48;3.02;-2.97;0.87;2.83;-4.14;0.48;-2.64;-1.97;3.64;-2.82;-3.47;-1.79;-0.46;1.86;-1.37;-0.79;-4.12;2.68;0.52;-0.08;-0.52;-2.58;3.87;-2.84;2.98;-7.37;6.01;3.04;10.28;-2.07;5.32;-3.97;2.28;3.44;0.073333333;-0.315;-0.843333333;1.7475
215;Atlantic Power Corp;2016;Electric Utilities & IPPs;33.04288468;4.136645963;8.618012422;20.2882263;-6.000000001;2.173913043;12.76595745;-3.846153846;-6.000000001;2.127659573;-4.166666668;6.52173913;6.52173913;5.40E-10;4.081632651;-7.843137255;6.336683203;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
216;Atlas Air Worldwide Holdings Inc;2016;Freight & Logistics Services;27.90751545;5.973684211;6.802631579;15.13119966;1.150527325;3.835616439;-2.462620933;4.222821202;-16.03448276;6.320081554;13.90220518;12.45791246;-0.604229607;-6.762917934;-6.097560975;1.55844156;11.4857935;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
217;Atlassian Corp PLC;2016;Software & IT Services;44.55150248;10.31040892;19.22026022;15.02083333;14.74252492;2.449567722;5.309423347;15.58833389;3.712296985;-1.17977528;1.819215465;-0.614182023;-1.069518716;37.61024182;-3.353342994;-2.505889911;72.50889522;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
219;AtriCure Inc;2016;Healthcare Equipment & Supplies;44.3396465;12.13235294;11.30330882;20.90398474;-16.86254471;13.99125547;4.931506849;8.695652173;1.902439024;15.69656488;-0.082474227;-7.428807265;1.681818182;-4.157353599;-12.11401425;-1.405405405;4.848637116;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
220;Atrion Corp;2016;Healthcare Equipment & Supplies;19.00479624;11.60294118;3.685661765;3.716193302;-3.66719243;-3.423369942;-3.850303917;10.60962567;6.681492941;18.14277301;-1.725478005;-1.589686808;9.644661061;-2.135416665;3.499502259;-6.522383633;25.66422354;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
221;Audentes Therapeutics Inc;2016;Biotechnology & Medical Research;39.77199025;15.5873494;14.7876506;9.39699025;-10.67323481;-1.648700065;9.86460348;-14.02192729;-4.228187921;30.75871497;5.01829587;4.479840715;31.99811498;-5.069617995;11.94724593;8.281358283;66.70650614;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
222;Autodesk Inc;2007;Software & IT Services;72.67754585;30.31756757;23.31756757;19.04241071;-17.30305466;-23.76164786;1.254422644;19.60969468;8.315789476;-17.85714286;-5.678793255;11.41423644;-5.572755419;-36.4828614;-24.45355191;18.4448463;-72.07081784;1.4;-1.96;0.68;3.49;3.24;-1.96;-3.73;0.92;3.22;1.8;-4.83;-0.87;0.1;1.32;-0.06;-2.06;0.03;0.77;-2.51;-0.13;-2.29;0.22;-2.63;0.2;-0.11;-0.09;-0.22;-1.15;-0.05;-1.13;-3.34;-2.24;-1.87;-2.59;-1.18;-0.52;0.21;-1.35;2.47;-0.16;-0.26;0.38;2.8;0.11;4.59;4.96;0.93;6.52;0.116666667;-0.586666667;-1.2075;1.766666667
222;Autodesk Inc;2008;Software & IT Services;73.99220827;30.46385542;22.3253012;21.20305164;-15.72519084;-26.43478261;32.46650906;30.92580433;7.622868603;-11.55638397;14.91043203;7.42778542;-0.501672238;4.74789916;-5.936622542;8.358208955;46.30485536;-6.36;-3.09;-0.93;4.6;1.86;-8.44;-0.77;1.53;-9.24;-17.23;-7.86;1.74;-0.89;-0.23;0.94;-1.64;3.22;1.27;2.47;3.61;-1.13;-2.34;-2.99;3.59;3.65;-0.95;-0.15;-0.96;-1.38;-2.43;5.81;1.56;6.33;-2.9;-5.94;-0.24;-7.89;6.14;4.1;-0.2;3.21;12.54;-5.15;-4.05;0.35;7.79;7.11;-5.07;-3.6825;0.49;0.2;1.573333333
222;Autodesk Inc;2009;Software & IT Services;78.6651712;30.53960396;24.33910891;23.78645833;-6.375442739;17.19209752;5.523672881;15.68027211;-13.96648045;-16.74641148;21.26436782;-6.059580232;16.12786051;13.16859556;-2.459922607;8.245962027;51.59499092;-8.12;-10.1;8.95;10.19;5.21;0.43;7.72;3.33;4.08;-2.59;5.56;2.75;-0.01;0.16;-0.08;4.83;-2.33;2.61;2.07;-0.9;2.45;-4.23;-2.49;6.11;-11.1;-7.25;3.52;5.46;-0.21;-2.71;5.27;7.76;0.92;-4.18;-0.17;0.01;-1.83;4.18;-11.38;-34.39;-12.44;5.29;-5.36;-8.84;-4.93;2.65;0.29;2.91;2.284166667;0.6825;-0.223333333;-5.320833333
222;Autodesk Inc;2010;Software & IT Services;76.21522556;30.51754386;21.22149123;24.47619048;6.492146596;5.203902929;4.898929848;3.165137612;-4.44642063;-9.176470587;-10.88082901;-18.02325581;0.288808666;24.550036;-4.912084846;-10.97739947;-13.81749872;-3.36;3.4;6.31;2;-7.89;-5.56;6.93;-4.77;9.54;3.88;0.6;6.82;0.38;1.21;1.43;4.98;0.05;-1.98;0.17;-3;3.92;1.14;3.71;0.69;0.31;3.17;2.1;2.81;-2.38;-4.5;-0.26;-1.96;-3.12;-2.59;-0.9;3.82;-5.38;3.6;3.66;3.22;-0.13;-3;1.88;-0.19;1.35;1.64;2.53;-3.19;1.491666667;1.058333333;-0.291666667;0.499166667
222;Autodesk Inc;2011;Software & IT Services;73.35525301;30.54424779;18.19690265;24.61410256;18.69436202;3.415300545;11.80977543;-6.970699435;-18.66903734;8.833592534;-3.058016575;-8.461084907;9.733640252;-4.58495655;2.537913959;6.700875342;19.98166528;1.99;3.49;0.45;2.9;-1.27;-1.75;-2.36;-5.99;-7.59;11.35;-0.28;0.74;-2.46;1.52;2.6;-0.35;-0.71;-0.17;-1.3;-3.06;-3.49;3.41;-0.17;-0.71;0.83;1.08;-1.57;-2.53;-2.07;-0.33;-1.23;-2.44;-1.46;-0.17;-0.34;1.75;-0.32;2.03;3.51;0.07;-0.56;1.78;0.08;-0.31;-2.55;-1.42;3.99;1.94;0.14;-0.4075;-0.706666667;0.686666667
222;Autodesk Inc;2012;Software & IT Services;82.60734579;31.22413793;24.56034483;26.82286303;9.98585573;-5.506948019;12.30936819;-4.510184286;-4.189944136;-10.44854881;4.27224514;3.842893473;12.02721088;-3.060480932;13.01198801;11.22651934;38.95997458;5.05;4.42;3.11;-0.85;-6.19;3.89;0.79;2.55;2.73;-1.76;0.78;1.18;2.15;-1.75;-0.6;-0.51;0.02;0.77;-2.59;0.42;0.51;-1.14;0.58;1.47;-1.11;0.09;0.87;-0.46;-0.62;0.44;-0.26;1.32;1.54;3.79;-0.96;3.56;-7.97;-0.3;1.5;3.83;6.6;-1.12;3.07;-2.49;-1.02;0.1;0.38;-2.97;1.308333333;-0.055833333;0.683333333;-0.0325
222;Autodesk Inc;2013;Software & IT Services;81.41511251;30.87401575;24.05708661;26.48401015;1.827935626;2.380952383;-6.252382767;-0.661977656;9.058725531;7.657055568;-5.374246185;0.543580129;2.721849367;4.428312161;8.070420083;-3.129032259;21.27119198;5.57;1.29;1.29;1.55;2.8;-1.2;5.65;-2.71;3.77;4.18;3.12;2.81;0.39;-0.45;-0.45;-2.42;1.67;1.22;1.86;0.3;2.93;-1.49;1.24;-0.5;0.95;0.03;0.03;0.63;2.6;-0.18;0.56;-2.78;-1.19;1.14;0.24;-0.31;-1.88;1.31;1.31;0.25;-1.8;0.59;1.74;0.05;2.97;0.16;0.4;0.07;2.343333333;0.358333333;0.143333333;0.430833333
222;Autodesk Inc;2014;Software & IT Services;91.14034139;31.64685315;31.87762238;27.61586587;-10.08158508;17.67723026;-8.717310087;-4.165261383;-4.715819109;-7.525392429;1.008487268;-7.572162912;-7.112794613;25.03398278;15.00271788;-4.001890659;4.830201925;-3.32;4.65;0.43;-0.19;2.06;2.61;-2.04;4.24;-1.97;2.52;2.55;-0.06;0.86;0.32;-1.89;-4.25;-1.85;3.07;-4.24;0.36;-3.83;4.23;-2.09;2.54;-2.09;-0.4;5.08;1.14;-0.27;-0.74;0.01;-0.58;-1.23;-1.68;-2.99;2.06;1.72;2.08;-3.3;-3.85;1.15;0.68;-0.24;0.82;0.53;0;1.05;1.06;0.956666667;-0.564166667;-0.140833333;0.141666667
222;Autodesk Inc;2015;Software & IT Services;91.40411878;31.98826291;32.15962441;27.25623145;-23.15772198;10.50832977;12.69810591;3.316062177;-2.591106654;-8.763060329;9.80790543;13.372582;6.32074085;-0.06912761;1.043696075;1.928109076;24.41451473;-3.11;6.13;-1.12;0.59;1.36;-1.53;1.54;-6.04;-3.08;7.75;0.56;-2.17;-0.56;0.48;3.02;-2.97;0.87;2.83;-4.14;0.48;-2.64;-1.97;3.64;-2.82;-3.47;-1.79;-0.46;1.86;-1.37;-0.79;-4.12;2.68;0.52;-0.08;-0.52;-2.58;3.87;-2.84;2.98;-7.37;6.01;3.04;10.28;-2.07;5.32;-3.97;2.28;3.44;0.073333333;-0.315;-0.843333333;1.7475
222;Autodesk Inc;2016;Software & IT Services;91.38048107;32.0929368;31.36988848;27.91765579;9.904067018;5.552837571;0.196987255;4.344300279;24.0923726;-10.9049134;9.888910929;3.312573334;-0.909171154;11.31302334;-11.46800097;-4.439380129;40.88360667;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
223;Autoliv Inc;2008;Automobiles & Auto Parts;53.4282387;6.625;26.48046875;20.32276995;-14.305685;-21.87964139;24.7983871;37.05555556;12.60640454;3.563714903;24.46993396;-10.44401005;5;-0.05952381;20.93508041;6.771731101;88.51194731;-6.36;-3.09;-0.93;4.6;1.86;-8.44;-0.77;1.53;-9.24;-17.23;-7.86;1.74;-0.89;-0.23;0.94;-1.64;3.22;1.27;2.47;3.61;-1.13;-2.34;-2.99;3.59;3.65;-0.95;-0.15;-0.96;-1.38;-2.43;5.81;1.56;6.33;-2.9;-5.94;-0.24;-7.89;6.14;4.1;-0.2;3.21;12.54;-5.15;-4.05;0.35;7.79;7.11;-5.07;-3.6825;0.49;0.2;1.573333333
223;Autoliv Inc;2009;Automobiles & Auto Parts;48.76127283;6.678082192;25.51027397;16.57291667;-1.268450185;9.044243461;15.51221699;6.001936108;-13.24200913;0.736842105;20.04179728;-5.25574386;21.25092799;9.138221338;3.470945202;7.51838736;72.94931466;-8.12;-10.1;8.95;10.19;5.21;0.43;7.72;3.33;4.08;-2.59;5.56;2.75;-0.01;0.16;-0.08;4.83;-2.33;2.61;2.07;-0.9;2.45;-4.23;-2.49;6.11;-11.1;-7.25;3.52;5.46;-0.21;-2.71;5.27;7.76;0.92;-4.18;-0.17;0.01;-1.83;4.18;-11.38;-34.39;-12.44;5.29;-5.36;-8.84;-4.93;2.65;0.29;2.91;2.284166667;0.6825;-0.223333333;-5.320833333
223;Autoliv Inc;2010;Automobiles & Auto Parts;56.97922999;9.803191489;27.05319149;20.12284701;-2.710919686;-2.732156958;-0.881292562;8.946295037;-3.408403834;4.613948526;-15.66602932;-14.9260756;-11.46403797;19.11340206;-10.74645347;0.394144144;-29.46757963;-3.36;3.4;6.31;2;-7.89;-5.56;6.93;-4.77;9.54;3.88;0.6;6.82;0.38;1.21;1.43;4.98;0.05;-1.98;0.17;-3;3.92;1.14;3.71;0.69;0.31;3.17;2.1;2.81;-2.38;-4.5;-0.26;-1.96;-3.12;-2.59;-0.9;3.82;-5.38;3.6;3.66;3.22;-0.13;-3;1.88;-0.19;1.35;1.64;2.53;-3.19;1.491666667;1.058333333;-0.291666667;0.499166667
223;Autoliv Inc;2011;Automobiles & Auto Parts;62.58234171;9.158163265;26.38520408;27.03897436;17.94727987;5.671778041;0.675675676;-6.428038777;-7.084627916;-4.889507569;3.494328577;5.612313475;5.337412885;-7.051799258;8.751951866;11.64678595;33.68355282;1.99;3.49;0.45;2.9;-1.27;-1.75;-2.36;-5.99;-7.59;11.35;-0.28;0.74;-2.46;1.52;2.6;-0.35;-0.71;-0.17;-1.3;-3.06;-3.49;3.41;-0.17;-0.71;0.83;1.08;-1.57;-2.53;-2.07;-0.33;-1.23;-2.44;-1.46;-0.17;-0.34;1.75;-0.32;2.03;3.51;0.07;-0.56;1.78;0.08;-0.31;-2.55;-1.42;3.99;1.94;0.14;-0.4075;-0.706666667;0.686666667
223;Autoliv Inc;2012;Automobiles & Auto Parts;61.67768831;8.045454545;26.37373737;27.2584964;-2.359400505;-1.793433193;6.075483277;10.52936072;3.31574718;-1.338602754;5.659645949;-0.361300534;7.9155347;2.105504062;4.892321715;-1.141503338;33.49935728;5.05;4.42;3.11;-0.85;-6.19;3.89;0.79;2.55;2.73;-1.76;0.78;1.18;2.15;-1.75;-0.6;-0.51;0.02;0.77;-2.59;0.42;0.51;-1.14;0.58;1.47;-1.11;0.09;0.87;-0.46;-0.62;0.44;-0.26;1.32;1.54;3.79;-0.96;3.56;-7.97;-0.3;1.5;3.83;6.6;-1.12;3.07;-2.49;-1.02;0.1;0.38;-2.97;1.308333333;-0.055833333;0.683333333;-0.0325
223;Autoliv Inc;2013;Automobiles & Auto Parts;55.08169354;8.034313725;23.83088235;23.21649746;-1.230936819;10.13664439;4.162341706;3.218623482;4.470140682;0.547169811;-6.633514731;4.755333075;-11.35114283;-0.195822454;9.995032832;7.235246564;25.10911571;5.57;1.29;1.29;1.55;2.8;-1.2;5.65;-2.71;3.77;4.18;3.12;2.81;0.39;-0.45;-0.45;-2.42;1.67;1.22;1.86;0.3;2.93;-1.49;1.24;-0.5;0.95;0.03;0.03;0.63;2.6;-0.18;0.56;-2.78;-1.19;1.14;0.24;-0.31;-1.88;1.31;1.31;0.25;-1.8;0.59;1.74;0.05;2.97;0.16;0.4;0.07;2.343333333;0.358333333;0.143333333;0.430833333
223;Autoliv Inc;2014;Automobiles & Auto Parts;48.12942943;8.233333333;24.96666667;14.92942943;-0.056539766;11.07512475;4.684444444;1.141591413;6.730009145;-7.45144669;-9.892933619;-2.377092186;6.600821436;11.21915421;4.259748733;-0.842406421;25.09047545;-3.32;4.65;0.43;-0.19;2.06;2.61;-2.04;4.24;-1.97;2.52;2.55;-0.06;0.86;0.32;-1.89;-4.25;-1.85;3.07;-4.24;0.36;-3.83;4.23;-2.09;2.54;-2.09;-0.4;5.08;1.14;-0.27;-0.74;0.01;-0.58;-1.23;-1.68;-2.99;2.06;1.72;2.08;-3.3;-3.85;1.15;0.68;-0.24;0.82;0.53;0;1.05;1.06;0.956666667;-0.564166667;-0.140833333;0.141666667
223;Autoliv Inc;2015;Automobiles & Auto Parts;57.89297013;9.622881356;25.76059322;22.50949555;-17.62442895;3.905515425;11.53158242;3.280485748;0.584600435;-12.6280696;-1.535597953;0.913638785;-0.186915888;-9.382022472;8.055649212;9.365938527;-3.71962432;-3.11;6.13;-1.12;0.59;1.36;-1.53;1.54;-6.04;-3.08;7.75;0.56;-2.17;-0.56;0.48;3.02;-2.97;0.87;2.83;-4.14;0.48;-2.64;-1.97;3.64;-2.82;-3.47;-1.79;-0.46;1.86;-1.37;-0.79;-4.12;2.68;0.52;-0.08;-0.52;-2.58;3.87;-2.84;2.98;-7.37;6.01;3.04;10.28;-2.07;5.32;-3.97;2.28;3.44;0.073333333;-0.315;-0.843333333;1.7475
223;Autoliv Inc;2016;Automobiles & Auto Parts;55.98885659;10.42164179;26.93283582;18.63437897;2.2182943;-8.217393282;-2.330468004;-1.1543015;11.35897513;0.145932142;-1.284153005;0.782448196;14.63550362;1.019417476;4.495624634;-0.656660413;21.01321929;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
225;AutoNation Inc;2007;Specialty Retailers;50.6260999;17.33333333;23.68115942;9.611607143;3.959131546;-5.38961039;2.745367194;9.283276448;-1.374141164;-36.54211526;2.994011975;9.980620155;-0.969162997;-38.87900356;30.98159509;15.69086651;-7.519164447;1.4;-1.96;0.68;3.49;3.24;-1.96;-3.73;0.92;3.22;1.8;-4.83;-0.87;0.1;1.32;-0.06;-2.06;0.03;0.77;-2.51;-0.13;-2.29;0.22;-2.63;0.2;-0.11;-0.09;-0.22;-1.15;-0.05;-1.13;-3.34;-2.24;-1.87;-2.59;-1.18;-0.52;0.21;-1.35;2.47;-0.16;-0.26;0.38;2.8;0.11;4.59;4.96;0.93;6.52;0.116666667;-0.586666667;-1.2075;1.766666667
